no,co,cl,tb,s,l,r,b,lr,rr,br,hh,ha,hs,he,ci,cw,re,la,pl,u1,u2,u3,le,sa,mw,t,pr,d,n,i,v,nx,rp,u,f,ra,h,si 
12.12,12,12,False,['l'],"[[[[133, 2]], '54-824']]",[],[],['F2.30'],[],[],False,False,False,False,False,False,False,False,False,1,1,1,U,,,['SP'],None,"Series of field adventures to survey Earth's history and landscape through a combination of online and in-person instruction, with virtual field trips to Svalbard, Norway, the Death Valley area and Northern Minnesota. In these key sites, students explore the interactions between Earth's surface environments and life, and critical transitions in each. Includes weekly in-class paper discussions and experiential exercises. Three optional one-day field trips provide opportunity to explore the amazing sedimentary record preserved close to MIT. Subject can count toward the 6-unit discovery-focused credit limit for first year students.","Nature's Sandbox: The History of Ancient Environments, Climate, and Life","Bergmann, Kristin",False,True,False,,False,6.6,3.5,16.0
12.203,12,203,False,"['b', 'l']","[[[[10, 3], [70, 3]], '54-819']]",[],"[[[[44, 4]], '54-819']]",['MW1-2.30'],[],['T3-5'],False,False,False,False,False,False,False,False,False,3,2,7,U,,12.503,['SP'],Calculus II (GIR) and Physics I (GIR),"Covers topics in the deformation and fracture of solids and the flow of viscous fluids. Explores spatial scales from molecular to planetary, and time scales from fractions of a second to millions of years, to understand how and why natural materials on Earth and other terrestrial bodies respond to applied forces. Introduces anelasticity, granular mechanics, poroelasticity, rate-and-state friction, transport properties of Earth materials (Darcy's law, Fick's law), brittle-ductile transitions, creep of polycrystalline materials, stored energy and dissipation, and convection. Prepares students to gather, analyze and interpret data using existing theoretical models. Through a significant laboratory component, students obtain practical experience with experimental measurements and test their acquired theoretical knowledge. Students taking graduate version complete different assignments.",Mechanics of Earth,"Minchew, Brent",False,True,False,,False,0,0,0
12.207,12,207,False,['l'],"[[[[36, 3], [96, 3]], '2-143']]",[],[],['TR11-12.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,U,"1.062, 18.354",18.3541,['SP'],Physics II (GIR) and (18.03 or 18.032),"General mathematical principles of continuum systems. From microscopic to macroscopic descriptions in the form of linear or nonlinear (partial) differential equations. Exact solutions, dimensional analysis, calculus of variations and singular perturbation methods. Stability, waves and pattern formation in continuum systems. Subject matter illustrated using natural fluid and solid systems found, for example, in geophysics and biology.",Nonlinear Dynamics: Continuum Systems,"Kodio, Ousmane",False,False,False,,False,6.1,10.2,11.5
12.306,12,306,False,['l'],"[[[[43, 3], [103, 3]], '1-134']]",[],[],['TR2.30-4'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,U,,"10.571, 12.806",['SP'],(18.075 and (5.60 or 5.61)) or permission of instructor,"Introduction to the physics and chemistry of the atmosphere including experience with computer codes. Aerosols and theories of their formation, evolution, and removal. Gas and aerosol transport from urban to continental scales. Coupled models of radiation, transport, and chemistry. Solution of inverse problems to deduce emissions and removal rates. Emissions control technology and costs. Applications to air pollution and climate. Students taking the graduate version complete different assignments.",Atmospheric Physics and Chemistry,"Prinn, Ronald",False,False,False,,False,5.5,9.0,4.0
12.307,12,307,False,['b'],[],[],"[[[[43, 4], [103, 4]], '54-1623']]",[],[],['TR2.30-4.30'],False,False,False,False,False,False,False,True,False,1,4,7,U,,,['SP'],Calculus II (GIR) and Physics I (GIR),"Engages students in projects involving rotating tank laboratory experiments, analysis of data on the sphere, and report writing and presentation. Project themes explore fundamentals of climate science and make contact points with major contemporary environmental challenges facing mankind. Examples include heat and moisture transport in the atmosphere; weather and weather extremes; aerosols, dust, and atmospheric pollution; ocean circulation and transport and plastics in the ocean. Develops skills for how to deal with noisy, imperfect data. Provides instruction and practice in written and oral communication.",Weather and Climate Laboratory,"Flierl, Glenn",False,False,False,,False,5.6,10.4,6.5
12.330,12,330,False,['l'],"[[[[43, 3], [103, 3]], '37-212']]",[],[],['TR2.30-4'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,U,8.292,,['SP'],"5.60, 8.044, or permission of instructor","A physics-based introduction to the properties of fluids and fluid systems, with examples drawn from a broad range of sciences, including atmospheric physics and astrophysics. Definitions of fluids and the notion of continuum. Equations of state and continuity, hydrostatics and conservation of momentum; ideal fluids and Euler's equation; viscosity and the Navier-Stokes equation. Energy considerations, fluid thermodynamics, and isentropic flow. Compressible versus incompressible and rotational versus irrotational flow; Bernoulli's theorem; steady flow, streamlines and potential flow. Circulation and vorticity. Kelvin's theorem. Boundary layers. Fluid waves and instabilities. Quantum fluids.",Fluid Physics,"Bourouiba, Lydia",False,False,False,,False,0,0,0
12.349,12,349,False,['l'],"[[[[4, 3], [64, 3]], '54-819']]",[],[],['MW10-11.30'],[],[],False,False,False,False,False,False,False,False,False,3,0,9,U,,12.849,['SP'],Calculus II (GIR) and Physics I (GIR),"Addresses changes in the ocean, terrestrial biosphere and rocks modulation of atmospheric carbon dioxide on timescales from months to millions of years. Includes feedbacks between carbon cycle and climate. Combines hands-on data analysis with the formulation of simple models rooted in basic physical, chemical and biological principles. Students create individual ""toy"" global carbon cycle models. Students taking graduate version complete different assignments.",Mechanisms and Models of the Global Carbon Cycle,"Follows, Michael",False,False,False,,False,6.2,8.8,7.5
12.386,12,386,False,['l'],"[[[[67, 3], [127, 3]], 'E51-385']]",[],[],['WF11.30-1'],[],[],False,False,True,False,True,False,False,False,False,3,0,9,U,"21H.185, STS.031",,['SP'],None,"Focusing on the period from 1500 to the present, explores the influence of climate, topography, plants, animals, and microorganisms on human history and the reciprocal influence of people on the environment. Topics include the European encounter with the Americas, the impact of modern technology, and the current environmental crisis. Enrollment limited.",Environment and History,"Brown, Kathryn",False,False,False,,False,6.2,8.6,13.3
12.400,12,400,False,['l'],"[[[[44, 3], [104, 3]], '56-169']]",[],[],['TR3-4.30'],[],[],False,False,False,False,False,False,True,False,False,3,0,9,U,,,['SP'],Physics I (GIR),"Traces historical and scientific advancement of our understanding of Earth's cosmic context. Introduces basic physical principles by which planets form and create their associated features of rings, satellites, diverse landscapes, atmospheres, and climates. Includes the physics of asteroids and comets and their orbital characteristics and links to meteorites. Considers one of the most fundamental questions - whether or not we are alone - by detailing the scientific exploration goals to be achieved at the Moon, Mars, and beyond.",Our Space Odyssey,"De Wit, Julien",False,False,False,,False,0,0,0
12.402,12,402,False,['l'],"[[[[40, 3], [100, 3]], '4-231']]",[],[],['TR1-2.30'],[],[],False,False,False,False,False,False,True,False,False,3,0,6,U,8.282,,['SP'],Physics I (GIR),"Quantitative introduction to the physics of planets, stars, galaxies and our universe, from origin to ultimate fate, with emphasis on the physics tools and observational techniques that enable our understanding. Topics include our solar system, extrasolar planets; our Sun and other &quot;normal&quot; stars, star formation, evolution and death, supernovae, compact objects (white dwarfs, neutron stars, pulsars, stellar-mass black holes); galactic structure, star clusters, interstellar medium, dark matter; other galaxies, quasars, supermassive black holes, gravitational waves; cosmic large-scale structure, origin, evolution and fate of our universe, inflation, dark energy, cosmic microwave background radiation, gravitational lensing, 21cm tomography. Not usable as a restricted elective by Physics majors.",Introduction to Astronomy,"Frebel, Anna",False,False,False,,True,5.6,7.8,25.5
12.409,12,409,False,"['l', 'b']","[[[[46, 2]], '37-212']]",[],"[[[[82, 6]], '37-294'], [[[22, 6]], '37-294']]",['T4'],[],"['W EVE (7-10 PM)', 'M EVE (7-10 PM)']",False,False,False,False,False,False,False,False,False,1,3,2,U,,,['SP'],None,"Background for, and techniques of, visual observation and electronic imaging of the Moon, planets, satellites, stars, and brighter deep-space objects. Weekly outdoor observing sessions using 8-inch diameter telescopes when weather permits. Indoor sessions introduce skills necessary for observation. Introduction to contemporary observational astronomy including astronomical computing, image and data processing, and how astronomers work. Student must maintain a careful and complete written log which is graded. Consumes an entire evening each week; 100% attendance at observing sessions required to pass. Enrollment limited; priority to first-year students.",Hands-On Astronomy: Observing Stars and Planets,"Person, Michael",False,False,False,,False,6.7,4.8,36.5
12.431,12,431,False,['b'],[],[],"[[[[42, 6], [102, 6]], '48-316']]",[],[],['TR2-5'],False,False,False,False,False,False,False,True,False,2,10,6,U,16.831,,['SP'],Permission of instructor,"Students build a space system, focusing on refinement of sub-system designs and fabrication of full-scale prototypes. Sub-systems are integrated into a vehicle and tested. Sub-system performance is verified using methods of experimental inquiry, and is compared with physical models of performance and design goals. Communication skills are honed through written and oral reports. Formal reviews include the Implementation Plan Review and the Acceptance Review. Knowledge of the engineering design process is helpful.",Space Systems Development,"Masterson, Rebecca",False,True,False,,False,4.9,15.5,21.0
